STL,English,Type
"always ( fall (Z == V L D Y O) -> e _ X q == t A p Y g S H )","It is always the case that everytime when the event that the mode of signal Z starts deviating from V L D Y O gets detected, then all of the following conditions hold: the state of signal e _ X q should be in t A p Y g S H right away.","immediate_response"
"always ( fall (U _ t P S x E x == n s D K m 0 W A _ n) -> i D T g g i 1 L a M == r d R B w g T d n )","It is always the case that when the scenario that the mode of signal U _ t P S x E x leaves n s D K m 0 W A _ n takes place then all of the following conditions hold: in no time the i D T g g i 1 L a M signal ought to be in r d R B w g T d n.","immediate_response"
"always ( fall (i p K N H u D == G e E 3 0 V) -> u 8 0 h r E == Y G 5 Q x r U H v )","On condition that the scenario that the state of i p K N H u D becomes not set to G e E 3 0 V gets observed then the following condition is true: at the same time the state of u 8 0 h r E will be set to Y G 5 Q x r U H v.","immediate_response"
"eventually [4.9:9.7] (o J v B r _ H == 5)","There should be a time within 4.9 to 9.7 time units, at which o J v B r _ H must be 5.","invariance_reachability"
"eventually [29:93] (P r 5 1 G n H Y V 8 == 1039)","Finally there ought to be a certain time instant during the first 29 to 93 time units, at which the value of signal P r 5 1 G n H Y V 8 shall be equal to 1039.","invariance_reachability"
"eventually [7:9] (D P 0 c U 7 f f d == 6)","There needs to exist a time within the first 7 to 9 time units, at which the value of signal D P 0 c U 7 f f d has to be 6 eventually.","invariance_reachability"
"eventually [6:10] (e 9 _ s == 3.2)","Eventually at a certain moment within the first 6 to 10 time units, the e 9 _ s signal will have to be 3.2.","invariance_reachability"
"eventually [65.98:727.76] (L Z f == 2238)","At a certain time instant within 65.98 to 727.76 time units, the value of signal L Z f ought to be 2238 finally.","invariance_reachability"
"always [26.2:78.8] ((N >= 2221 and N <= 2885) and r S p l >= 0)","For every moment within 26.2 to 78.8 time units, the value of signal N ought to continuously stay greater than or equal to 2221 and at most 2885 and the value of signal r S p l must be at least 0 uninterruptedly.","invariance_reachability"
"always [98:100] ((i >= 67 and i <= 75) and N p U E F n L i m 9 >= 10)","For every time point within the first 98 to 100 time units i will remain greater than or equal to 67 and no more than 75 consecutively and N p U E F n L i m 9 ought to be no less than 10 uninterruptedly.","invariance_reachability"
"always [4:10] ((O >= 587.4 and O <= 2793.2) and w 3 z x w >= 19)","For each moment in the first 4 to 10 time units, consecutively the value of signal O needs to be greater than or equal to 587.4 and no more than 2793.2 and the value of w 3 z x w ought to be uninterruptedly at least 19.","invariance_reachability"
"always [8:10] ((H R 4 >= 825.5 and H R 4 <= 1797.2) and o H I >= 0.85)","For every time instant in the first 8 to 10 time units, the H R 4 signal shall stay no less than 825.5 and less than or equal to 1797.2 continuously, and without interruption the value of signal o H I will be staying at least 0.85.","invariance_reachability"
"always [1886.4:2224.5] ((Q R >= 68.14 and Q R <= 68.61) and N h V 6 k _ _ 7 >= 6)","In the first 1886.4 to 2224.5 time units, the value of Q R will have to keep between the interval [68.14, 68.61] consistently and continuously the N h V 6 k _ _ 7 signal must remain no less than 6.","invariance_reachability"
"always [3:10] ((d u D t p T Z > 2472 and d u D t p T Z < 2945) or M == i y)","For each time point within 3 to 10 time units, the value of signal d u D t p T Z should remain higher than 2472 and less than 2945 uninterruptedly, or the mode of M needs to always keep in i y.","invariance_reachability"
"always [78:89] ((V 6 z F > 25 and V 6 z F < 26) or T u M G U == g N Z L U g M p f)","For each time point within 78 to 89 time units continuously the V 6 z F signal shall stay above 25 and less than 26, or the state of T u M G U uninterruptedly keeps in g N Z L U g M p f.","invariance_reachability"
"always [97.11:99.6] ((_ t e 3 D u h K B > 76 and _ t e 3 D u h K B < 99) or G X C T 6 G == Y 5 O)","For each time instant during the first 97.11 to 99.6 time units, the value of signal _ t e 3 D u h K B should remain higher than 76 and less than 99 uninterruptedly, or the mode of G X C T 6 G needs to always keep in Y 5 O.","invariance_reachability"
"always [6:8] ((W Q t C > 33 and W Q t C < 99) or K F q H z R V j == k q)","For every time instant within the first 6 to 8 time units, the value of signal W Q t C keeps higher than 33 and below 99 consecutively, or the K F q H z R V j signal will have to stay in k q.","invariance_reachability"
"always [13:34] ((C Z w U > 71 and C Z w U < 94) or W J i R r E b Y == X T T v)","For every moment during the first 13 to 34 time units the C Z w U signal should be consecutively larger than 71 and below 94 or W J i R r E b Y has to remain in X T T v without interruption.","invariance_reachability"
"always ( historically (not (L k k X q M E Y d l == j s)) -> always [0:2248] (eventually [0:2] (I v w Z f m M F A == H 1)) )","Globally, everytime when in the past since the beginning of the simulation, consecutively the mode of signal L k k X q M E Y d l has never been in j s then all of the following conditions are true: for every time instant in the first 2248 time units the mode of signal I v w Z f m M F A should be ultimately set to H 1 at a certain time instant within the next 2 time units.","stabilization_recurrence"
"always ( historically (not (t 1 8 F X n r r N I == S S W 2 K G 2 X)) -> always [0:51] (eventually [0:7] (L n G s a 0 o d Y == s u U D 8)) )","Globally, in case that in the past since the start of the execution continuously the state of signal t 1 8 F X n r r N I has not been S S W 2 K G 2 X, then the following condition is true: for every time point within the first 51 time units, at sometime in less than 7 time units eventually the mode of signal L n G s a 0 o d Y needs to be in s u U D 8.","stabilization_recurrence"
"always ( historically (not (w y w 2 y x K == q R g)) -> always [0:1622] (eventually [0:9.3] (j e f P == W d 2 Z X 0)) )","It is always the case that whenever the mode of w y w 2 y x K isn't set to q R g and has been consistently keeping like this in the past since the start of the simulation then all of the following conditions are true: for each time point during the coming 1622 time units at a certain time point in the following 9.3 time units j e f P shall remain in W d 2 Z X 0.","stabilization_recurrence"
"always ( historically (not (R I == i o q k L 0 8 9 U)) -> always [0:58] (eventually [0:1.4] (b 0 k M e == w)) )","When the R I signal is not i o q k L 0 8 9 U and always holds like that in the past since the start of the execution then all of the following conditions are true: for each time instant within the coming 58 time units, the mode of b 0 k M e will be set to w finally at sometime in the next 1.4 time units.","stabilization_recurrence"
"always ( historically (not (r 1 B 1 8 9 == O W M b)) -> always [0:74] (eventually [0:23.14] (D I == F Z N 8 K F)) )","Whenever consistently r 1 B 1 8 9 was not in O W M b in the past, then in response for every time instant in the subsequent 74 time units there shall exist a certain time instant in the first 23.14 time units finally, at which the mode of D I ought to stay in F Z N 8 K F.","stabilization_recurrence"
"always ( K s H 6 H B < 2 and K 5 h j < 503 -> O 2 == d N e )","Everytime when K s H 6 H B is lower than 2, and the value of signal K 5 h j is less than 503, then all of the following conditions are true: at the same moment the mode of signal O 2 has to be in d N e.","immediate_response"
"always ( P < 90 and I k O 2 F s I B g < 13 -> N 7 t P n d q == B i S w A w n k C O )","Globally, in case that the P signal is smaller than 90, and I k O 2 F s I B g is smaller than 13, then the following condition holds: the state of N 7 t P n d q ought to be in B i S w A w n k C O immediately.","immediate_response"
"always ( y i y < 82 and F k 1 L N j t y a N < 34 -> t b C p Q _ z == D f I r i N y V p )","Globally, when y i y is below 82 and F k 1 L N j t y a N is smaller than 34, then all of the following conditions hold: the mode of signal t b C p Q _ z should be in D f I r i N y V p right away.","immediate_response"
"always ( d w Y g < 7 and n P D K v v S _ F < 0 -> v n r h l D X L == c N O a g h L 4 b )","It is always the case that everytime when d w Y g is below 7, and n P D K v v S _ F is less than 0, then the following condition holds: v n r h l D X L should be promptly in c N O a g h L 4 b.","immediate_response"
"always ( m m r l p < 4 and k o < 871.64 -> v d B 5 w c K G t 1 == L )","It is always the case that in case that the m m r l p signal is smaller than 4 and k o is less than 871.64 then in response v d B 5 w c K G t 1 will be in L at the same time point.","immediate_response"
"eventually [0:1] (o O A U L A _ e C N >= 6.56 and o O A U L A _ e C N < 9.99)","At a time after at most 1 time units the value of signal o O A U L A _ e C N needs to be no less than 6.56 and lower than 9.99 ultimately.","invariance_reachability"
"eventually [0:1001] (M O L j q K L _ P p >= 55 and M O L j q K L _ P p < 68)","Eventually there ought to be a certain time instant within the first 1001 time units, at which the value of M O L j q K L _ P p needs to be at least 55 and less than 68.","invariance_reachability"
"eventually [0:28] (s >= 21 and s < 60)","There will exist sometime starting at most 28 time units ultimately, at which the s signal must be greater than or equal to 21 and less than 60.","invariance_reachability"
"eventually [0:1911.4] (F J _ >= 17 and F J _ < 74)","There has to exist a certain time instant in less than 1911.4 time units, at which eventually the F J _ signal will have to be greater than or equal to 17 and less than 74.","invariance_reachability"
"eventually [0:63] (t >= 31 and t < 97)","At a time starting at most 63 time units finally the value of signal t needs to be no less than 31 and below 97.","invariance_reachability"
"always ( rise (G n P m == M C T C P 8 t 6 f) -> always [91:99] (l D U >= 7.8) )","Globally, when the transition action that the state of signal G n P m changes to M C T C P 8 t 6 f gets observed then the following condition holds: l D U shall remain greater than or equal to 7.8 continuously in the next 91 to 99 time units.","temporal_response"
"always ( rise (G z K k O b == A e 3 g 0 M K A) -> always [2392.29:2604.06] (j R X V i T >= 46.1) )","If the event that the G z K k O b signal is changed to A e 3 g 0 M K A gets detected, then in response the j R X V i T signal ought to be no less than 46.1 and must continue like this consistently for each time instant within the following 2392.29 to 2604.06 time units.","temporal_response"
"always ( rise (u == N i L p c G P v m b) -> always [2.9:3.0] (Y M m 0 a u A 7 >= 3) )","In the case the transition action that the mode of u is shifted to N i L p c G P v m b takes place, then in response the value of Y M m 0 a u A 7 should be greater than or equal to 3 and then consecutively this scenario needs to remain for every moment within the next 2.9 to 3.0 time units.","temporal_response"
"always ( rise (i q s == M X 4) -> always [3.7:6.0] (S j D >= 901) )","It is always the case that everytime when the transition action that the i q s signal enters M X 4 happens, then the following condition holds: for every time instant in the subsequent 3.7 to 6.0 time units, without interruption the value of S j D should be greater than or equal to 901.","temporal_response"
"always ( rise (w L _ D == J j Q E m 5 w v W) -> always [3.3:7.8] (r _ 8 3 W >= 5) )","It is always the case that when the scenario that the state of w L _ D enters J j Q E m 5 w v W occurs then for every time instant during the following 3.3 to 7.8 time units, the value of r _ 8 3 W will have to stay greater than or equal to 5.","temporal_response"
"always ( rise (n == E 3 X o Q l) -> not (r p l p c m I > 8 and r p l p c m I <= 9) and rise (E x 9 4 v M 2 P c d <= 99) )","Globally, when the n signal gets set to E 3 X o Q l then at once the value of r p l p c m I is not higher than 8 and less than or equal to 9, and at the same time point the transition action that the value of signal E x 9 4 v M 2 P c d goes to less than or equal to 99 has to happen.","immediate_response"
"always ( rise (X i l == X) -> not (j d 3 H R r 9 > 78 and j d 3 H R r 9 <= 83) and rise (Y a D A I 1 <= 1) )","Globally, whenever the scenario that the state of signal X i l gets set to X is detected, then the following condition is true: immediately the j d 3 H R r 9 signal needs to be out of the range (78, 83] and promptly the value of Y a D A I 1 ought to go to at most 1.","immediate_response"
"always ( rise (J Q 0 x c _ == F B 5 d Q c s G w C) -> not (F 3 r > 24 and F 3 r <= 39) and rise (s 5 U v 8 p T <= 1441.26) )","In case that the event that the state of J Q 0 x c _ gets shifted to F B 5 d Q c s G w C happens then the following condition is true: F 3 r ought to be out of the range (24, 39] at the same time instant, and starting without any delay the event that s 5 U v 8 p T drops to less than or equal to 1441.26 must happen.","immediate_response"
"always ( rise (p G == M) -> not (j K J > 7 and j K J <= 99) and rise (b j 2 z o l B <= 98.72) )","It is always the case that whenever the scenario that the mode of p G gets changed to M takes place then all of the following conditions hold: the value of signal j K J shall be promptly in the outside of the range (7, 99] and the scenario that b j 2 z o l B decreases to at most 98.72 needs to promptly occur.","immediate_response"
"always ( rise (e == g u) -> not (P p > 1277 and P p <= 1695) and rise (K 4 D Y q B <= 7) )","Whenever the event that the e signal becomes g u gets detected, then the following condition holds: promptly P p has to be out of the range (1277, 1695] and the scenario that K 4 D Y q B goes to less than or equal to 7 has to get observed immediately.","immediate_response"
"eventually [4:9] ((l x J i 8 T w F >= 52 and l x J i 8 T w F < 100) and not (n x B >= 67 and n x B <= 68))","There needs to be a certain time instant within 4 to 9 time units, at which eventually the value of signal l x J i 8 T w F ought to keep at least 52 and below 100, and the n x B signal should be out of the range [67, 68] ultimately.","invariance_reachability"
"eventually [1749:2906] ((_ 1 >= 94 and _ 1 < 98) and not (X t Z _ C >= 141 and X t Z _ C <= 2595))","At a certain time instant starting between 1749 to 2906 time units, finally _ 1 needs to keep greater than or equal to 94 and less than 98, and the value of X t Z _ C must be finally in the outside of the range [141, 2595].","invariance_reachability"
"eventually [6.12:7.46] ((Q Y h q f 1 6 >= 55 and Q Y h q f 1 6 < 91) and not (_ S D 4 >= 26 and _ S D 4 <= 54))","At a time in the first 6.12 to 7.46 time units, eventually the value of signal Q Y h q f 1 6 should stay greater than or equal to 55 and smaller than 91, and ultimately _ S D 4 needs to be in the outside of the range [26, 54].","invariance_reachability"
"eventually [5:6] ((b H >= 2.63 and b H < 2.85) and not (V i W 4 W 6 A o >= 2 and V i W 4 W 6 A o <= 10))","There will be a certain time instant within the first 5 to 6 time units, at which finally b H needs to keep greater than or equal to 2.63 and less than 2.85, and the value of V i W 4 W 6 A o must be finally in the outside of the range [2, 10].","invariance_reachability"
"eventually [2334:2376] ((_ u q n >= 3 and _ u q n < 4) and not (I z 8 4 Q 8 >= 33 and I z 8 4 Q 8 <= 95))","There must exist a certain moment within the first 2334 to 2376 time units, at which _ u q n eventually remains greater than or equal to 3 and less than 4, and the I z 8 4 Q 8 signal ought to be in the outside of the range [33, 95].","invariance_reachability"
"always ( rise (B H 3 K Z >= 0 and B H 3 K Z <= 9) and (N B v > 20.6 and N B v < 93.0) -> eventually [2944:3000] (always [2.3:3.3] (L z Y o _ J _ F <= 62.49)) )","As soon as the scenario that B H 3 K Z enters the region [0, 9] occurs and N B v is greater than 20.6 and below 93.0, then there ought to be eventually a certain moment during the subsequent 2944 to 3000 time units, at which L z Y o _ J _ F will be at most 62.49 and shall consecutively remain in this range for each time point within the coming 2.3 to 3.3 time units.","stabilization_recurrence"
"always ( rise (J 4 U h h f 8 H >= 1 and J 4 U h h f 8 H <= 8) and (a z I z Z J k > 2217.81 and a z I z Z J k < 2521.11) -> eventually [7.28:8.81] (always [194:1275] (x d l 4 _ I A X Y _ <= 5)) )","Globally, in case that the scenario that J 4 U h h f 8 H enters the region [1, 8] occurs and a z I z Z J k is greater than 2217.81 and below 2521.11, then all of the following conditions hold: finally after a certain time point in the coming 7.28 to 8.81 time units, x d l 4 _ I A X Y _ has to be less than or equal to 5 then this condition will be consistently continuing for each moment within the subsequent 194 to 1275 time units.","stabilization_recurrence"
"always ( rise (S h v w G J n j r q >= 7 and S h v w G J n j r q <= 10) and (m t y P v v a V > 2991 and m t y P v v a V < 2994) -> eventually [7.1:9.6] (always [6:9] (H g I u 0 i b <= 49)) )","It is always the case that if the transition action that S h v w G J n j r q gets into the range [7, 10] is detected, and m t y P v v a V is greater than 2991 and below 2994 then all of the following conditions are true: ultimately there is sometime after between 7.1 to 9.6 time units, at which the value of H g I u 0 i b should be less than or equal to 49 and then will have to hold like this consistently for the next 6 to 9 time units.","stabilization_recurrence"
"always ( rise (u >= 30 and u <= 49) and (l M R h Y T F V _ > 1 and l M R h Y T F V _ < 9) -> eventually [2:3] (always [49:87] (f e M k <= 1775)) )","When the event that the u signal enters the region [30, 49] happens, and l M R h Y T F V _ is greater than 1 and below 9, then in response there needs to be finally a certain moment during the subsequent 2 to 3 time units, at which for every time instant in the next 49 to 87 time units, the value of f e M k needs to remain less than or equal to 1775 consistently.","stabilization_recurrence"
"always ( rise (n m >= 382 and n m <= 1318) and (G s x c M E _ n s _ > 2960 and G s x c M E _ n s _ < 2980) -> eventually [5:9] (always [4.6:9.4] (Q D 8 9 t <= 73.19)) )","Whenever the transition action that the n m signal enters the range [382, 1318] gets detected, and G s x c M E _ n s _ is greater than 2960 and below 2980, then the following condition is true: finally there will have to be a certain time instant after between 5 to 9 time units, at which the value of Q D 8 9 t needs to be no larger than 73.19 and this scenario has to remain all the time within the next 4.6 to 9.4 time units.","stabilization_recurrence"
"always ( fall (l F F O == 3) -> eventually (always [0:1] (not rise (F O V w K V > 3))) )","As soon as the scenario that the l F F O signal begins deviating from 3 is detected then all of the following conditions hold: there will finally exist a time in the future before the execution ends, after which F O V w K V shouldn't become greater than 3 and needs to remain like this all the time for the coming 1 time units.","stabilization_recurrence"
"always ( fall (o 6 J u 6 S U e Y 1 == 76) -> eventually (always [0:39.8] (not rise (q G D K O j e > 23.9))) )","It is always the case that everytime when the transition action that o 6 J u 6 S U e Y 1 deviates from 76 gets observed then the following condition holds: there needs to be finally a certain time instant in the future before the end of the simulation, after which the value of signal q G D K O j e shall never jump to above 23.9 and then will remain like this consistently for each moment within the subsequent 39.8 time units.","stabilization_recurrence"
"always ( fall (f V L v h r l p w == 8.0) -> eventually (always [0:1009] (not rise (s > 674))) )","It is always the case that if the scenario that f V L v h r l p w becomes not set to 8.0 happens, then there will be finally a certain time point in the future before the end of the execution, after which the s signal never exceeds the threshold of 674 and then must remain like that without interruption for every moment in the following 1009 time units.","stabilization_recurrence"
"always ( fall (g R C y L H 7 d e == 83.17) -> eventually (always [0:33] (not rise (f U _ > 63))) )","It is always the case that when the scenario that the value of g R C y L H 7 d e starts not equaling to 83.17 occurs then all of the following conditions hold: eventually after a time in the future before the simulation ends, for every time point within the coming 33 time units, consistently the scenario that the value of f U _ becomes bigger than 63 ought not to be observed.","stabilization_recurrence"
"always ( fall (n m j 5 c == 4) -> eventually (always [0:375] (not rise (v n > 1105.3))) )","When the scenario that n m j 5 c begins deviating from 4 takes place, then the following condition holds: after a certain time point in the future before the execution ends, consecutively the event that the value of signal v n increases above 1105.3 mustn't get detected for every time point during the coming 375 time units.","stabilization_recurrence"
"always ( F F L L <= 9 -> always [0:63] (eventually [0:52] (not (y s Y 1 Z J F i 6 < 79.4))) )","As soon as the F F L L signal is at most 9 then in response for each time instant within the following 63 time units, there has to ultimately exist sometime in the coming 52 time units, at which the value of signal y s Y 1 Z J F i 6 will not be smaller than 79.4.","stabilization_recurrence"
"always ( Q d q G 1 U i A <= 1098 -> always [0:5] (eventually [0:2017.01] (not (Y _ i r a h 4 Q < 58))) )","In case that the Q d q G 1 U i A signal is less than or equal to 1098 then in response for every time instant within the next 5 time units, at sometime within the following 2017.01 time units, Y _ i r a h 4 Q shall not be less than 58 finally.","stabilization_recurrence"
"always ( T <= 4 -> always [0:8] (eventually [0:7] (not (h < 758.52))) )","In the case the T signal is no more than 4 then all of the following conditions are true: for each moment in the subsequent 8 time units at a certain moment within the coming 7 time units, h oughtn't to be below 758.52.","stabilization_recurrence"
"always ( s l G Q V q E <= 9.2 -> always [0:45] (eventually [0:99] (not (f S P Y R F X E Y j < 2745))) )","It is always the case that in case that the s l G Q V q E signal is less than or equal to 9.2 then for each time point in the first 45 time units at a time in the following 99 time units, ultimately the value of signal f S P Y R F X E Y j must not be less than 2745.","stabilization_recurrence"
"always ( N D L Y c L k 8 F x <= 91 -> always [0:85] (eventually [0:1] (not (n G _ P < 28.2))) )","On condition that N D L Y c L k 8 F x is less than or equal to 91 then for each moment in the subsequent 85 time units at a certain time instant after at most 1 time units, the n G _ P signal mustn't be smaller than 28.2 ultimately.","stabilization_recurrence"
"always ( not fall (Q _ q Z == 4) and rise (W P W M f 3 B j u < 2300) -> (not (O O B e U x b g d S == S V s D R F Q)) until [6.8:8.8] (n V K _ b 2 f == e Y A L y _ _) )","As soon as the transition action that the Q _ q Z signal becomes not set to 4 isn't detected, and the event that the W P W M f 3 B j u signal goes down to less than 2300 occurs then all of the following conditions are true: the O O B e U x b g d S signal must not be set to S V s D R F Q then this scenario has to remain uninterruptedly until n V K _ b 2 f eventually stays in e Y A L y _ _, which has to get observed at a certain moment in the first 6.8 to 8.8 time units.","temporal_response"
"always ( not fall (X G z H 2 q v == 1) and rise (x A P E r < 4) -> (not (x 8 u a r a == O c)) until [505:2653] (T 8 _ s Z == Z 5 J a X M) )","Globally, in case that the event that the value of signal X G z H 2 q v deviates from 1 isn't observed, and the event that the value of signal x A P E r goes down to smaller than 4 is observed then all of the following conditions hold: there will have to be a certain time point within the following 505 to 2653 time units finally, at which T 8 _ s Z has to be in Z 5 J a X M, and till then consistently x 8 u a r a will not be set to O c.","temporal_response"
"always ( not fall (V 7 J == 100) and rise (s 2 P < 4) -> (not (i 6 == A I x o 6 d K 0)) until [6:8] (t _ h L v y == N t p d I 8 K 3 E 1) )","It is always the case that everytime when the scenario that the value of V 7 J starts not equaling to 100 doesn't happen and the event that s 2 P falls below 4 gets observed then the following condition holds: the state of i 6 must never be set to A I x o 6 d K 0 and this scenario needs to remain consistently until t _ h L v y remains in N t p d I 8 K 3 E 1, which must get observed at sometime in the next 6 to 8 time units.","temporal_response"
"always ( not fall (y == 54.98) and rise (o 2 A 0 J < 1204) -> (not (K 4 g o 2 X z B == J M)) until [52:58] (V A 5 q e I y Z i == V v F E) )","It is always the case that if the event that the value of signal y becomes not set to 54.98 does not get detected, and the transition action that o 2 A 0 J drops below 1204 takes place then all of the following conditions are true: the K 4 g o 2 X z B signal must not be set to J M then this scenario has to remain uninterruptedly until V A 5 q e I y Z i eventually stays in V v F E, which has to get observed at a certain moment in the first 52 to 58 time units.","temporal_response"
"always ( not fall (p N H M b a D 7 b == 1.1) and rise (X x B x s e n r < 61.4) -> (not (a v e N == p h)) until [2514:2823] (q == l K 5 J T 5 b) )","It is always the case that in case that the transition action that p N H M b a D 7 b deviates from 1.1 isn't detected and the value of signal X x B x s e n r goes down to less than 61.4 then there will be a certain time point during the coming 2514 to 2823 time units finally, at which the state of signal q ought to be in l K 5 J T 5 b, and till then consistently the mode of signal a v e N must never be set to p h.","temporal_response"
"always ( rise (o r y == 4) -> not ((B D Z z Z l n u >= 67.29) until (u D _ I == 88)) )","Globally, everytime when the event that the value of signal o r y gets equal to 4 is detected then the condition that the value of B D Z z Z l n u will consistently keep greater than or equal to 67.29 till finally the value of signal u D _ I stays equal to 88 at a certain moment in the future before the execution ends shouldn't be true.","temporal_response"
"always ( rise (p f == 72) -> not ((r k >= 44) until (d 2 K z M p r e == 235)) )","In the case the scenario that p f is changed to 72 is detected, then the subsequent condition is not true: r k is no less than 44 and holds like this uninterruptedly until the d 2 K z M p r e signal will be ultimately 235, which will get observed at a certain time instant in the future before the simulation ends.","temporal_response"
"always ( rise (_ l F O e m O L == 9.2) -> not ((n >= 9.5) until (R == 22)) )","In the case the scenario that the value of signal _ l F O e m O L changes to 9.2 is observed, then in response the condition that the value of signal n remains greater than or equal to 9.5 continuously till ultimately the value of R is equal to 22 at a certain moment in the future before the end of the simulation will not be true.","temporal_response"
"always ( rise (Q I == 2) -> not ((y C p O >= 4) until (n a 3 j l == 16)) )","It is always the case that in case that the transition action that Q I shifts to 2 gets detected then in response the condition that the y C p O signal will consistently remain at least 4 till the value of signal n a 3 j l finally keeps equal to 16 at a time in the future before the end of the simulation oughtn't to be true.","temporal_response"
"always ( rise (I == 1) -> not ((C 9 t z S h l U >= 6) until (O b h 8 == 11)) )","On condition that the event that the I signal gets set to 1 happens, then the condition that C 9 t z S h l U is greater than or equal to 6 uninterruptedly until ultimately the value of signal O b h 8 is set to 11 at sometime in the future before the simulation ends shall not be true.","temporal_response"
"always ( rise (P U d F 0 >= 10) -> P F D T m r H <= 71 )","As soon as the event that P U d F 0 rises to greater than or equal to 10 is observed, then in response the P F D T m r H signal ought to be no larger than 71 at once.","immediate_response"
"always ( rise (p v _ G 6 >= 1767) -> T A g E v _ w 9 <= 94 )","Globally, everytime when the transition action that the p v _ G 6 signal goes to no less than 1767 takes place then in response the value of T A g E v _ w 9 keeps less than or equal to 94 right away.","immediate_response"
"always ( rise (x I c u A X >= 99) -> H m K y w D o <= 9.51 )","Globally, if the transition action that the x I c u A X signal goes to no less than 99 is observed, then the following condition holds: starting without any delay the value of H m K y w D o must be less than or equal to 9.51.","immediate_response"
"always ( rise (M f u H G b X J 3 7 >= 0) -> U _ q <= 6 )","Globally, in case that the M f u H G b X J 3 7 signal jumps to greater than or equal to 0 then the following condition is true: U _ q has to stay less than or equal to 6 right away.","immediate_response"
"always ( rise (T s H k Q >= 14) -> R X x _ w 9 <= 1742 )","It is always the case that everytime when the event that the T s H k Q signal gets raised to greater than or equal to 14 takes place, then all of the following conditions are true: R X x _ w 9 has to stay less than or equal to 1742 right away.","immediate_response"
"eventually (r U 5 P t == 49)","There needs to exist a certain time instant in the future before the simulation ends, at which the value of r U 5 P t will have to be finally 49.","invariance_reachability"
"eventually (d 7 O o m u 1 W H == 7)","The value of d 7 O o m u 1 W H has to be finally 7 at a certain time instant in the future before the end of the simulation.","invariance_reachability"
"eventually (Z m i B _ i 7 a z == 2.78)","At a time in the future before the end of the execution, the value of signal Z m i B _ i 7 a z is 2.78 ultimately.","invariance_reachability"
"eventually (V == 71)","At a certain moment in the future before the execution ends the V signal should be ultimately 71.","invariance_reachability"
"eventually (t x l I == 78.93)","The value of t x l I must be 78.93 eventually at a certain time point in the future before the execution ends.","invariance_reachability"
"always ( rise (D M K U t s x p >= 1) -> always [1092:2427] (q 6 == 188.23) )","Globally, if the value of signal D M K U t s x p jumps to greater than or equal to 1 then the following condition holds: consistently the value of signal q 6 has to equal to 188.23 in the following 1092 to 2427 time units.","temporal_response"
"always ( rise (X J K l g 8 L f 4 >= 91) -> always [75.3:85.2] (r s o T z 7 U == 64) )","In case that the event that the X J K l g 8 L f 4 signal jumps to greater than or equal to 91 happens then in response the value of r s o T z 7 U should be always set to 64 for every time instant within the subsequent 75.3 to 85.2 time units.","temporal_response"
"always ( rise (h a u s g 2 B P A >= 9) -> always [6:10] (C g 0 6 j i 7 == 1) )","In case that the scenario that the value of h a u s g 2 B P A gets raised to greater than or equal to 9 occurs, then in response the C g 0 6 j i 7 signal must be 1 and then this condition keeps all the time within the first 6 to 10 time units.","temporal_response"
"always ( rise (i _ >= 12.7) -> always [1:10] (I v b W T a E D e == 5) )","It is always the case that everytime when the transition action that the i _ signal rises to greater than or equal to 12.7 occurs then the following condition holds: the I v b W T a E D e signal should be equal to 5 and then this condition must keep all the time for each time point during the coming 1 to 10 time units.","temporal_response"
"always ( rise (E 4 e C d y q D R >= 57) -> always [44:70] (j Z M == 4) )","Whenever the transition action that E 4 e C d y q D R rises to greater than or equal to 57 occurs then the following condition is true: for each time point in the first 44 to 70 time units the j Z M signal has to consistently remain equal to 4.","temporal_response"
"always ( not (z o v > 16.14) or l p K 0 == K 1 o s -> not (r 6 F H > 17.3 and r 6 F H < 884.2) )","Everytime when the z o v signal is not larger than 16.14 or the state of l p K 0 is in K 1 o s, then the following condition is true: at the same time point the r 6 F H signal shall be in the outside of the range (17.3, 884.2).","immediate_response"
"always ( not (x E > 8) or r S R i Z F u R == R 4 -> not (F > 18 and F < 23) )","Everytime when the value of x E is not greater than 8, or the mode of signal r S R i Z F u R is set to R 4 then all of the following conditions are true: instantly the value of F ought to be out of the range (18, 23).","immediate_response"
"always ( not (M _ l > 3) or i 7 f w D t K == P M 8 R -> not (X A 0 n 5 v 0 h _ > 82.8 and X A 0 n 5 v 0 h _ < 90.7) )","In case that the value of signal M _ l is not larger than 3 or the state of i 7 f w D t K is in P M 8 R, then the following condition is true: the X A 0 n 5 v 0 h _ signal has to be out of the range (82.8, 90.7) promptly.","immediate_response"
"always ( not (P N w > 34) or p l n 9 R == A L 3 I z f F 3 z -> not (s 9 > 2 and s 9 < 5) )","It is always the case that whenever P N w isn't over 34, or the state of p l n 9 R is A L 3 I z f F 3 z then the following condition is true: the value of signal s 9 shall be out of the range (2, 5) without any delay.","immediate_response"
"always ( not (M s l x V X d > 62) or Q L q x b N _ G == I C 8 b H J r -> not (D n Y w m M _ 5 > 75.25 and D n Y w m M _ 5 < 85.8) )","Whenever the value of signal M s l x V X d isn't higher than 62 or the state of Q L q x b N _ G is I C 8 b H J r, then the D n Y w m M _ 5 signal must promptly not be higher than 75.25 and below 85.8.","immediate_response"
